
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,white,white,white,green,green,green,green,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,white,white,white,green,white,white,green,green,green
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,white,white,white,green,green,green,white,white,green
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,white,white,white,white,white,green,green,green,green
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,green,white,white,white,white,white,white,green,green,green
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,green,green,green,green,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,green,white,white,green,green,green,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,green,white,red,white,purple,white,white,green,green,green,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,green,green,green,white,white,green,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,white,white,green,green,green,green,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,green,white,red,green,purple,green,green,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,green,red,red,green,white,red,green,purple,white,green,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,white,green,green,white,green,white,white,green,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,white,green,green,white,white,green,white,white,green
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,green,white,red,white,purple,white,white,white,white,green,white,white,green,white,white,green
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,green,white,red,green,purple,white,green,white,white,green,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,white,green,white,white,green,white,white,green,green
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,white,white,green,white,white,green,white,green,green
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,green,white,white,green,white,white,green,white,white,green
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,green,white,red,green,purple,green,green,white,white,white,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,green,white,red,green,purple,white,green,white,white,white,white,white,white,white,white,green
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,green,green,white,green,white,white,green,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,green,green,white,white,green,white,white,green,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,green,white,white,green,white,white,green,green,white
brown,brown,brown,purple,brown,white,purple,purple,white,red,red,white,white,red,white,purple,white,white,white,green,white,white,green,white,green,green,white
brown,brown,brown,purple,brown,green,purple,purple,white,red,red,white,white,red,green,purple,white,white,white,white,green,white,white,green,white,white,white
brown,brown,brown,purple,brown,green,purple,purple,green,red,red,white,white,red,white,purple,white,green,white,white,white,white,white,white,white,white,green
brown,brown,brown,purple,brown,green,purple,purple,green,red,red,white,white,red,green,purple,white,white,white,white,white,white,white,green,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,green,red,red,white,white,red,white,purple,white,green,white,white,white,white,white,green,white,white,green
brown,brown,brown,purple,brown,white,purple,purple,green,red,red,white,white,red,white,purple,white,green,white,white,white,white,white,white,white,green,green
brown,brown,brown,purple,brown,green,purple,purple,white,red,red,white,white,red,green,purple,white,white,white,white,white,white,white,green,white,white,green
